n,p,k,ph,humidity,temperature,pump,total_nutrients,temp_ph_interaction,yield_ton_ha,irrigation_volume_l_m2,fertilizer_kg_ha,humidity_range,ph_range,temperature_range,source
0,0,0,5.45,54.1,27.5,1,0,149.68,1.398,1.312,102.75,baixa,acido,ideal,synthetic_agronomic_soy
1,0,0,6.5,68.0,33.3,1,1,216.17,2.251,1.496,61.42,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,0,5.24,91.4,33.7,0,0,176.39,0.423,1.497,120.65,excesso,acido,estresse,synthetic_agronomic_soy
1,0,0,6.33,37.9,14.0,1,1,88.55,0.067,2.274,55.72,critica,ideal,baixa,synthetic_agronomic_soy
0,0,0,5.14,89.0,18.7,0,0,96.01,0.128,0.0,128.91,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,6.26,17.0,12.4,1,3,77.51,0.0,5.032,12.76,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.73,59.4,27.3,0,2,156.53,3.229,2.322,41.71,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.16,65.7,38.3,0,3,235.64,1.767,2.674,4.87,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,6.1,23.5,30.3,1,1,184.79,0.126,6.688,57.09,critica,ideal,ideal,synthetic_agronomic_soy
1,1,0,7.52,26.2,27.0,0,2,203.19,0.337,5.669,59.41,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.27,48.5,39.8,0,2,249.41,0.575,6.141,27.94,baixa,ideal,estresse,synthetic_agronomic_soy
0,1,1,7.26,92.3,17.2,0,2,124.55,0.618,0.703,58.12,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,1,5.48,62.7,14.2,0,1,77.98,0.291,0.462,85.49,adequada,acido,baixa,synthetic_agronomic_soy
0,1,0,5.86,89.6,39.5,0,1,231.43,0.653,3.223,70.9,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,5.03,79.3,39.1,0,2,196.4,0.366,2.269,62.36,excesso,acido,estresse,synthetic_agronomic_soy
0,0,0,6.06,52.4,32.5,0,0,196.96,1.74,4.003,97.31,baixa,ideal,estresse,synthetic_agronomic_soy
0,0,0,6.81,77.8,19.4,0,0,131.9,1.275,0.0,101.26,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.31,16.4,41.1,1,1,300.57,0.0,10.738,77.59,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,6.5,23.7,35.0,1,3,227.16,0.085,7.693,1.41,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.72,81.4,32.2,0,2,216.5,2.28,1.035,36.31,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.33,78.7,18.7,0,3,99.64,0.578,0.0,24.56,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,4.91,33.6,27.4,1,3,134.54,0.074,4.189,39.27,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,7.18,57.5,36.7,0,2,263.16,0.82,4.15,41.02,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,5.3,63.5,37.8,0,2,200.42,0.707,4.051,61.35,adequada,acido,estresse,synthetic_agronomic_soy
0,0,1,5.07,84.4,28.8,0,1,146.33,0.721,0.649,97.62,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,7.61,63.2,27.7,0,2,210.75,1.956,1.176,57.04,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.69,48.0,32.9,1,2,253.25,0.499,3.071,65.59,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,1,6.65,44.9,27.8,0,1,185.15,1.935,3.36,61.55,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.94,49.1,24.5,0,3,145.61,2.746,2.747,1.15,baixa,acido,ideal,synthetic_agronomic_soy
1,1,0,7.3,67.2,14.6,0,2,106.3,0.588,0.436,34.22,adequada,alcalino,baixa,synthetic_agronomic_soy
1,0,1,5.41,84.4,15.8,0,2,85.44,0.696,0.326,47.55,excesso,acido,baixa,synthetic_agronomic_soy
1,1,1,6.09,51.3,34.8,1,3,211.92,2.142,3.468,4.14,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.87,34.8,12.7,1,2,74.8,0.125,2.509,42.61,critica,acido,baixa,synthetic_agronomic_soy
0,1,1,7.54,33.9,13.6,0,2,102.29,0.066,4.13,60.58,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,7.56,74.7,39.1,1,2,295.87,0.386,2.724,56.85,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.75,80.3,33.1,0,2,223.65,2.311,1.076,30.12,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.13,23.4,12.1,0,2,62.24,0.49,5.575,59.06,critica,acido,baixa,synthetic_agronomic_soy
1,1,0,6.25,20.3,21.4,1,2,133.44,0.281,3.505,30.9,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,5.54,62.6,34.9,1,1,193.2,1.371,2.075,90.61,adequada,acido,estresse,synthetic_agronomic_soy
0,0,1,7.45,26.7,24.5,0,1,182.85,0.112,5.031,90.43,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,5.22,81.0,26.1,0,1,135.93,0.912,0.324,83.26,excesso,acido,ideal,synthetic_agronomic_soy
0,0,0,4.96,39.8,25.8,0,0,127.86,0.205,3.746,131.29,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.91,26.5,18.1,1,3,124.88,0.121,3.307,14.77,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.16,88.7,33.6,0,2,207.23,1.26,1.29,34.35,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,1,7.32,28.2,15.1,1,2,110.39,0.236,3.677,43.67,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.02,37.8,27.2,0,3,136.74,0.437,4.225,34.37,critica,acido,ideal,synthetic_agronomic_soy
1,0,0,7.2,27.3,17.1,1,1,123.17,0.023,3.504,81.91,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,4.91,24.2,13.4,1,2,65.8,0.041,4.521,65.9,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,4.88,16.7,16.3,0,0,79.6,0.0,6.147,131.51,critica,acido,baixa,synthetic_agronomic_soy
1,0,1,6.18,19.4,38.1,0,2,235.49,0.254,11.906,38.68,critica,ideal,estresse,synthetic_agronomic_soy
0,1,0,5.46,29.0,17.3,1,1,94.44,0.006,3.622,75.01,critica,acido,baixa,synthetic_agronomic_soy
1,1,1,6.58,19.3,20.4,0,3,133.93,0.0,5.596,0.0,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,4.88,62.3,16.1,1,3,78.74,0.397,0.561,29.82,adequada,acido,baixa,synthetic_agronomic_soy
1,1,1,4.91,69.5,34.1,0,3,167.14,0.719,1.838,34.38,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,6.98,46.5,25.4,0,2,177.07,1.892,3.624,36.3,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,5.43,40.4,40.3,0,1,218.9,0.273,8.257,82.36,baixa,acido,estresse,synthetic_agronomic_soy
0,0,1,6.77,55.4,31.9,1,1,216.14,2.714,2.599,65.37,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,7.05,85.0,27.9,0,2,196.98,2.333,0.893,46.61,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,4.98,83.1,31.7,0,3,157.8,0.517,1.71,29.9,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,7.11,18.5,13.2,1,2,93.93,0.003,4.377,45.08,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.61,29.5,40.5,0,3,227.12,0.0,10.73,13.96,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,5.97,33.9,40.7,1,0,242.88,0.215,7.931,104.11,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,5.06,35.0,20.3,1,3,102.64,0.222,3.359,32.78,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,7.32,60.7,30.8,0,2,225.69,2.512,2.854,54.93,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.48,48.3,18.1,1,3,117.05,1.551,2.421,0.0,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.31,18.9,28.4,1,3,179.47,0.332,5.935,0.0,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,7.71,44.9,35.1,0,1,270.65,0.244,6.164,97.55,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.8,56.9,40.2,0,2,233.27,0.094,5.034,40.57,adequada,acido,estresse,synthetic_agronomic_soy
0,1,1,7.47,23.1,22.2,0,2,165.71,0.269,5.526,51.25,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.96,81.7,32.8,1,3,228.29,1.66,0.983,13.74,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.59,19.2,33.5,1,3,254.06,0.009,7.821,19.54,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,7.52,89.0,18.6,0,1,140.19,0.28,0.071,88.66,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.77,22.9,30.9,1,3,239.96,0.072,6.14,34.67,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,0,5.2,82.5,31.7,0,0,164.49,0.525,0.802,125.7,excesso,acido,ideal,synthetic_agronomic_soy
0,0,1,7.19,87.2,34.9,0,1,251.02,0.647,2.268,74.41,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.21,93.4,42.0,0,2,302.95,0.174,2.753,51.51,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,6.73,79.2,13.2,0,2,88.92,0.435,0.0,33.66,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,0,5.64,77.4,18.1,0,1,101.85,1.588,0.524,83.13,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,7.7,66.4,16.4,0,2,125.84,0.319,0.787,64.23,adequada,alcalino,baixa,synthetic_agronomic_soy
0,0,0,5.41,77.3,16.6,0,0,90.04,0.088,0.0,115.81,excesso,acido,baixa,synthetic_agronomic_soy
1,1,0,6.3,25.8,25.6,1,2,161.42,0.08,3.738,26.88,critica,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.36,57.9,38.4,0,2,244.12,1.35,4.585,24.68,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.29,56.1,25.5,0,3,134.58,1.503,1.548,37.47,adequada,acido,ideal,synthetic_agronomic_soy
0,1,1,6.97,83.6,32.1,0,2,223.34,1.53,0.683,31.3,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.07,52.0,23.3,1,2,118.03,0.534,1.317,53.87,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,6.88,45.8,21.6,0,1,148.52,1.591,1.804,75.89,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.35,66.2,37.0,0,1,272.0,1.003,3.217,88.81,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.85,36.3,31.7,1,2,185.19,0.613,5.11,44.15,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,6.93,26.2,22.5,1,2,156.07,0.412,4.508,31.78,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.27,53.2,39.4,0,2,207.78,0.0,5.96,60.07,baixa,acido,estresse,synthetic_agronomic_soy
1,0,0,7.34,48.4,27.0,0,1,197.79,1.05,2.982,79.24,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.66,33.6,17.6,0,3,135.12,0.302,4.777,27.14,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,0,5.26,44.4,26.5,0,2,139.32,0.817,3.252,59.72,baixa,acido,ideal,synthetic_agronomic_soy
1,0,1,6.88,44.3,32.2,1,2,221.68,1.814,3.456,42.9,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,0,6.32,41.2,23.0,0,0,145.39,0.567,3.397,83.55,baixa,ideal,ideal,synthetic_agronomic_soy
1,0,1,6.39,45.4,37.3,0,2,238.6,0.707,6.855,34.57,baixa,ideal,estresse,synthetic_agronomic_soy
0,1,1,6.92,69.9,28.0,0,2,193.71,4.149,0.233,45.57,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.27,38.8,26.0,1,1,163.13,1.382,2.654,55.21,critica,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.6,90.9,37.8,0,2,249.26,0.634,2.13,30.83,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,1,5.49,88.3,25.9,0,2,142.19,1.224,0.325,47.8,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,5.94,53.5,24.4,0,2,145.02,2.793,1.925,39.76,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,7.4,41.3,15.1,1,1,111.76,0.0,3.64,89.02,baixa,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.13,57.8,22.9,0,3,117.34,1.856,1.405,18.69,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.59,82.9,23.9,0,3,157.64,2.805,0.3,0.0,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.35,67.2,17.4,0,1,93.24,0.341,0.0,83.25,adequada,acido,baixa,synthetic_agronomic_soy
1,1,0,7.34,79.4,29.6,0,2,217.51,1.797,1.069,59.19,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.54,57.6,16.3,1,2,106.66,1.087,0.929,32.75,adequada,ideal,baixa,synthetic_agronomic_soy
1,1,1,6.01,65.6,18.7,0,3,112.44,3.0,0.52,16.48,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.55,38.1,28.8,1,1,160.01,1.359,4.527,80.74,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.11,73.8,20.1,0,3,122.64,2.893,0.0,2.16,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,1,7.67,31.2,31.2,0,1,239.32,0.247,6.449,85.8,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.33,70.6,32.7,0,2,207.01,2.798,0.928,25.74,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.21,83.9,21.0,1,1,130.62,1.9,0.069,58.65,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,1,7.04,25.6,14.6,0,2,102.92,0.0,5.379,32.48,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,0,5.94,64.2,26.7,0,1,158.42,2.847,1.085,65.68,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,6.08,22.6,14.8,1,2,89.94,0.09,3.751,32.01,critica,ideal,baixa,synthetic_agronomic_soy
0,0,0,5.81,73.1,27.5,0,0,159.55,2.333,1.253,104.14,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,5.25,21.8,33.8,1,0,177.47,0.0,7.703,122.8,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,6.94,89.9,30.6,0,2,212.48,1.147,1.062,43.68,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.42,26.0,25.4,1,1,188.8,0.0,3.487,78.46,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,0,7.52,91.7,40.4,0,1,303.5,0.006,3.401,83.83,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.44,79.1,15.1,0,2,112.03,0.151,0.455,59.73,excesso,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.16,62.5,38.4,0,2,236.37,1.042,3.857,33.07,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,5.65,77.6,36.0,0,1,203.5,1.092,2.46,82.67,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,6.71,78.6,24.6,0,3,165.11,3.874,0.0,6.2,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,0,7.66,90.7,16.6,1,0,127.12,0.25,0.0,127.92,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,0,6.98,35.3,16.7,0,0,116.42,0.179,4.23,106.4,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,6.28,62.2,39.7,0,3,249.21,1.286,3.523,0.0,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,1,6.87,22.6,19.0,0,3,130.54,0.15,5.243,6.93,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.12,64.3,38.2,0,2,272.06,0.761,3.66,43.26,adequada,alcalino,estresse,synthetic_agronomic_soy
0,1,1,7.56,28.7,27.1,1,2,204.81,0.382,4.421,57.71,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.09,60.2,25.9,0,1,183.28,2.37,0.819,79.56,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.1,60.8,30.6,0,2,186.56,3.723,2.204,33.78,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,5.62,52.3,18.5,1,2,103.71,1.367,1.06,54.03,baixa,acido,ideal,synthetic_agronomic_soy
1,1,1,6.3,56.8,24.9,0,3,156.55,5.193,1.387,10.96,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,5.78,76.1,40.2,0,2,232.28,0.429,2.489,39.61,excesso,acido,estresse,synthetic_agronomic_soy
1,0,1,7.63,78.9,19.1,0,2,146.06,0.8,0.397,65.88,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.32,54.4,39.6,0,2,250.73,0.463,5.594,29.89,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.22,63.0,41.8,0,2,260.0,0.419,4.367,34.68,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,1,5.84,89.5,13.6,0,1,79.24,0.019,0.0,71.99,excesso,acido,baixa,synthetic_agronomic_soy
0,0,1,6.72,24.6,27.9,0,1,187.72,0.309,5.96,71.64,critica,ideal,ideal,synthetic_agronomic_soy
1,0,1,6.36,24.4,17.2,0,2,109.11,0.323,5.436,30.77,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.19,22.0,30.7,0,2,158.99,0.215,8.324,57.8,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,7.41,67.6,41.7,0,2,308.8,0.342,3.578,52.11,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.88,48.5,38.9,1,3,228.65,0.758,5.212,5.5,baixa,acido,estresse,synthetic_agronomic_soy
0,1,0,6.1,76.9,39.7,0,1,242.36,0.559,2.951,62.21,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,0,5.42,68.7,18.4,0,1,99.68,1.116,1.035,91.59,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,6.46,41.7,28.3,0,1,182.63,1.212,3.997,63.22,baixa,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.91,86.9,19.0,0,1,131.53,0.607,0.094,67.98,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,0,7.44,76.0,39.0,0,1,290.17,0.447,2.656,81.81,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,4.95,36.6,17.7,0,3,87.87,0.519,3.875,36.55,critica,acido,baixa,synthetic_agronomic_soy
0,1,1,7.72,44.1,16.6,0,2,128.3,0.141,2.851,64.47,baixa,alcalino,baixa,synthetic_agronomic_soy
1,1,0,6.91,40.2,12.4,1,2,85.46,0.104,2.886,31.42,baixa,alcalino,baixa,synthetic_agronomic_soy
1,0,1,5.65,27.6,17.5,1,2,98.69,0.0,3.976,61.82,critica,acido,baixa,synthetic_agronomic_soy
1,1,1,5.41,26.8,17.7,1,3,95.78,0.0,3.465,21.76,critica,acido,baixa,synthetic_agronomic_soy
0,1,0,5.69,89.9,14.3,0,1,81.48,0.388,0.0,85.86,excesso,acido,baixa,synthetic_agronomic_soy
1,0,0,7.43,50.0,38.0,0,1,282.47,0.733,5.846,87.69,baixa,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.67,45.7,35.4,0,2,200.87,0.872,5.788,41.67,baixa,acido,estresse,synthetic_agronomic_soy
0,1,0,6.19,73.4,19.6,0,1,121.51,1.895,0.241,63.32,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.92,59.2,35.5,0,3,245.55,2.157,3.376,4.04,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,7.42,89.9,24.7,0,2,182.91,0.373,0.0,53.79,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.78,77.4,35.3,0,1,238.95,1.634,1.165,61.83,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,0,7.06,53.3,21.7,0,1,153.12,1.514,1.377,74.76,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,0,5.32,45.1,28.9,0,0,153.96,0.749,3.879,121.96,baixa,acido,ideal,synthetic_agronomic_soy
1,1,0,7.43,93.9,23.4,0,2,174.27,0.578,0.0,56.32,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,0,5.63,72.4,17.6,0,1,99.21,1.146,0.0,71.89,adequada,acido,baixa,synthetic_agronomic_soy
1,0,1,5.19,91.1,29.6,0,2,153.32,0.558,0.88,56.36,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,7.73,24.5,34.5,0,2,266.83,0.059,8.665,52.67,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.4,83.0,34.6,0,2,186.97,0.916,1.641,56.98,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,5.21,66.0,22.7,1,3,118.21,1.793,0.282,27.2,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,6.68,24.8,27.6,0,2,184.06,0.818,5.891,29.36,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.76,62.1,34.9,0,3,200.98,1.91,3.222,21.18,adequada,acido,estresse,synthetic_agronomic_soy
0,0,0,5.2,69.9,13.6,0,0,70.9,0.0,0.0,127.13,adequada,acido,baixa,synthetic_agronomic_soy
1,1,1,6.6,16.0,14.2,1,3,93.48,0.0,4.587,3.95,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,7.08,51.3,23.3,0,2,164.8,1.924,2.554,43.23,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.18,81.0,18.7,0,3,134.29,0.902,0.0,13.96,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.27,38.6,23.2,1,3,122.39,0.298,3.092,20.99,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,6.47,51.7,14.8,1,1,95.85,0.596,1.182,63.99,baixa,ideal,baixa,synthetic_agronomic_soy
1,0,0,7.24,50.4,29.8,1,1,215.49,1.657,2.522,82.6,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,1,5.28,39.2,32.2,1,1,169.87,0.588,5.132,84.26,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,5.42,88.5,35.8,0,2,193.9,0.288,1.685,59.89,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,4.81,77.5,31.5,1,3,151.5,0.376,1.525,34.59,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,6.37,23.8,23.9,1,1,152.28,0.753,4.032,52.19,critica,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.38,94.8,40.0,0,2,215.62,0.245,2.675,64.29,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,6.97,85.3,33.8,1,2,235.61,1.376,1.524,37.42,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.69,37.7,27.8,0,3,213.92,0.531,5.059,24.18,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.43,82.0,18.2,1,2,98.79,0.593,0.062,53.32,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,6.75,23.5,31.5,0,1,212.33,0.697,8.061,68.03,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.44,94.9,29.8,0,1,161.72,0.425,0.235,81.17,excesso,acido,ideal,synthetic_agronomic_soy
0,0,0,4.85,68.3,32.5,0,0,157.76,0.394,1.024,125.51,adequada,acido,estresse,synthetic_agronomic_soy
0,1,1,7.08,67.0,35.4,0,2,250.72,1.345,2.918,45.73,adequada,alcalino,estresse,synthetic_agronomic_soy
0,0,1,6.1,22.2,39.5,1,1,240.73,0.0,9.518,59.71,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,7.64,86.8,40.5,0,2,309.22,0.0,2.837,58.45,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.4,17.3,30.9,1,1,197.88,0.218,5.996,52.03,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.27,34.3,41.0,0,3,216.06,0.0,9.71,19.39,critica,acido,estresse,synthetic_agronomic_soy
1,0,1,6.15,26.4,39.3,0,2,241.93,0.109,10.604,33.19,critica,ideal,estresse,synthetic_agronomic_soy
0,1,1,5.41,77.1,12.1,0,2,65.33,0.047,0.0,50.61,excesso,acido,baixa,synthetic_agronomic_soy
0,0,1,7.43,30.9,31.1,0,1,231.41,0.0,6.646,82.82,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.87,87.9,17.4,0,2,119.27,0.409,0.208,45.12,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,1,5.82,67.5,20.9,1,1,121.46,2.142,0.324,68.31,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,6.38,17.9,20.9,0,1,133.57,0.11,6.885,55.23,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,6.81,15.4,26.5,1,1,180.38,0.035,5.263,68.07,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.15,19.1,12.3,0,2,88.11,0.0,6.184,39.01,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,1,5.04,63.5,19.1,1,2,96.14,0.612,0.884,57.76,adequada,acido,ideal,synthetic_agronomic_soy
1,0,1,4.87,79.1,12.9,0,2,62.66,0.0,0.409,67.65,excesso,acido,baixa,synthetic_agronomic_soy
0,1,0,5.14,34.1,31.5,1,1,162.1,0.0,4.496,93.31,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,5.98,83.0,38.7,0,2,231.49,0.711,2.624,34.85,excesso,acido,estresse,synthetic_agronomic_soy
1,0,0,6.2,19.6,41.9,0,1,259.99,0.468,13.426,61.87,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.21,79.1,25.5,1,2,132.61,1.099,0.183,60.29,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,6.03,89.2,19.8,0,1,119.49,0.537,0.024,69.93,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.12,76.8,37.6,0,2,230.25,1.526,2.952,38.49,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.13,70.8,15.4,0,2,78.93,0.638,0.0,67.14,adequada,acido,baixa,synthetic_agronomic_soy
1,1,1,7.55,82.0,41.2,0,3,311.26,0.525,2.541,25.84,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.6,18.2,33.4,0,2,220.65,0.102,9.593,26.19,critica,ideal,estresse,synthetic_agronomic_soy
0,0,1,5.97,31.1,27.1,1,1,161.78,0.423,3.976,67.55,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,6.32,25.0,14.9,1,2,94.18,0.0,4.168,23.72,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,5.74,55.4,12.5,1,2,72.05,0.668,1.135,49.32,adequada,acido,baixa,synthetic_agronomic_soy
1,0,0,7.36,74.6,28.3,0,1,208.64,1.957,1.003,91.76,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.53,65.4,24.4,1,2,159.31,4.184,0.413,31.22,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,0,6.28,83.1,37.3,0,1,234.29,0.224,2.172,65.27,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.53,27.4,31.3,1,3,235.54,0.195,5.148,30.39,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.31,73.8,25.0,0,3,182.53,2.344,0.728,21.63,adequada,alcalino,ideal,synthetic_agronomic_soy
